sec	minute	hour	general	write	read	redis	cluster	exists
640	10.666666666666666	0.17777777777777778	0	0	0	0	0	0
660	11.0	0.18333333333333332	0	0	0	0	0	0
680	11.333333333333334	0.18888888888888888	0	0	0	0	0	0
700	11.666666666666666	0.19444444444444445	0	0	0	0	0	0
720	12.0	0.2	0	0	0	0	0	0
740	12.333333333333334	0.20555555555555555	0	0	0	0	0	0
760	12.666666666666666	0.2111111111111111	11024	0	0	0	0	0
780	13.0	0.21666666666666667	400610	0	0	363031	24283	0
800	13.333333333333334	0.2222222222222222	3352315	0	0	3477222	2007241	0
820	13.666666666666666	0.22777777777777777	0	0	0	0	0	0
840	14.0	0.23333333333333334	0	0	0	0	0	0
860	14.333333333333334	0.2388888888888889	0	0	0	0	0	0
880	14.666666666666666	0.24444444444444444	0	0	0	0	0	0
900	15.0	0.25	1643835	0	0	1737601	64790	0
920	15.333333333333334	0.25555555555555554	1291174	0	0	4836997	1722369	0
940	15.666666666666666	0.2611111111111111	2437248	0	0	161572	2264609	0
960	16.0	0.26666666666666666	2229426	1383662	318097	1997687	1980	1922396
980	16.333333333333332	0.2722222222222222	2823764	1896259	453716	2561086	0	2492009
1000	16.666666666666668	0.2777777777777778	2809967	1855934	436183	2595701	0	2493730
1020	17.0	0.2833333333333333	2808849	1867991	423753	2501406	0	2358027
1040	17.333333333333332	0.28888888888888886	3063968	1707441	465737	2585338	0	2582403
1060	17.666666666666668	0.29444444444444445	0	0	0	0	0	0
1080	18.0	0.3	0	0	0	0	0	0
1100	18.333333333333332	0.3055555555555556	0	0	0	0	0	0
1120	18.666666666666668	0.3111111111111111	0	0	0	0	0	0
1140	19.0	0.31666666666666665	0	0	0	0	0	0
1160	19.333333333333332	0.32222222222222224	0	0	0	0	0	0
1180	19.666666666666668	0.3277777777777778	0	0	0	0	0	0
1200	20.0	0.3333333333333333	0	0	0	0	0	0
1220	20.333333333333332	0.3388888888888889	0	0	0	0	0	0
1240	20.666666666666668	0.34444444444444444	0	0	0	0	0	0
1260	21.0	0.35	0	0	0	0	0	0
1280	21.333333333333332	0.35555555555555557	0	0	0	0	0	0
1300	21.666666666666668	0.3611111111111111	0	0	0	0	0	0
1320	22.0	0.36666666666666664	0	0	0	0	0	0
1340	22.333333333333332	0.37222222222222223	0	0	0	0	0	0
1360	22.666666666666668	0.37777777777777777	8100	12824	1734	11003	0	9921
1380	23.0	0.38333333333333336	2624192	0	0	3847656	1979252	0
1400	23.333333333333332	0.3888888888888889	1140852	662983	199556	1010724	106838	947112
1420	23.666666666666668	0.39444444444444443	2721174	1914681	610960	2693721	0	2644351
1440	24.0	0.4	2913374	1967987	625896	2761469	0	2668607
1460	24.333333333333332	0.40555555555555556	2721314	2019830	506235	2740333	0	2606134
1480	24.666666666666668	0.4111111111111111	2876679	1889082	660413	2728353	0	2709692
1500	25.0	0.4166666666666667	3045393	193668	56673	4146318	2012683	272475
1520	25.333333333333332	0.4222222222222222	1161479	785345	227560	1151183	27396	1036948
1540	25.666666666666668	0.42777777777777776	2916593	1968853	548280	2822700	0	2756405
1560	26.0	0.43333333333333335	2896618	1951653	558208	2758396	0	2691600
1580	26.333333333333332	0.4388888888888889	2710797	2151523	552154	2822823	0	2669195
1600	26.666666666666668	0.4444444444444444	2929852	1853572	600490	2691148	0	2683561
1620	27.0	0.45	2774857	1133	0	3975989	2069605	1726
1640	27.333333333333332	0.45555555555555555	1671120	1077357	341048	1617261	9049	1480065
1660	27.666666666666668	0.46111111111111114	2803868	1992769	496525	2714177	0	2632671
1680	28.0	0.4666666666666667	2908058	1977676	549220	2832231	0	2749289
1700	28.333333333333332	0.4722222222222222	2747913	2120809	598946	2756695	0	2605701
1720	28.666666666666668	0.4777777777777778	0	0	0	0	0	0
1740	29.0	0.48333333333333334	0	0	0	0	0	0
1760	29.333333333333332	0.4888888888888889	0	0	0	0	0	0
1780	29.666666666666668	0.49444444444444446	0	0	0	0	0	0
1800	30.0	0.5	0	0	0	0	0	0
1820	30.333333333333332	0.5055555555555555	0	0	0	0	0	0
1840	30.666666666666668	0.5111111111111111	0	0	0	0	0	0
1860	31.0	0.5166666666666667	0	0	0	0	0	0
1880	31.333333333333332	0.5222222222222223	0	0	0	0	0	0
1900	31.666666666666668	0.5277777777777778	0	0	0	0	0	0
1920	32.0	0.5333333333333333	0	0	0	0	0	0
1940	32.333333333333336	0.5388888888888889	0	0	0	0	0	0
1960	32.666666666666664	0.5444444444444444	0	0	0	0	0	0
1980	33.0	0.55	0	0	0	0	0	0
2000	33.333333333333336	0.5555555555555556	0	0	0	0	0	0
2020	33.666666666666664	0.5611111111111111	0	0	0	0	0	0
2040	34.0	0.5666666666666667	0	0	0	0	0	0
2060	34.333333333333336	0.5722222222222222	2634371	1551036	517286	2361745	0	2392776
2080	34.666666666666664	0.5777777777777777	464489	0	0	4155252	74408	0
2100	35.0	0.5833333333333334	0	0	0	0	0	0
2120	35.333333333333336	0.5888888888888889	0	0	0	0	0	0
2140	35.666666666666664	0.5944444444444444	0	0	0	0	0	0
2160	36.0	0.6	0	0	0	0	0	0
2180	36.333333333333336	0.6055555555555555	0	0	0	0	0	0
2200	36.666666666666664	0.6111111111111112	2476691	0	0	3733953	63371	0
2220	37.0	0.6166666666666667	1723053	0	0	5754246	2024890	0
2240	37.333333333333336	0.6222222222222222	0	0	0	0	0	0
2260	37.666666666666664	0.6277777777777778	0	0	0	0	0	0
2280	38.0	0.6333333333333333	0	0	0	0	0	0
2300	38.333333333333336	0.6388888888888888	0	0	0	0	0	0
2320	38.666666666666664	0.6444444444444445	0	0	0	0	0	0
2340	39.0	0.65	0	0	0	0	0	0
2360	39.333333333333336	0.6555555555555556	0	0	0	0	0	0
2380	39.666666666666664	0.6611111111111111	0	0	0	0	0	0
2400	40.0	0.6666666666666666	0	0	0	0	0	0
2420	40.333333333333336	0.6722222222222223	0	0	0	0	0	0
2440	40.666666666666664	0.6777777777777778	0	0	0	0	0	0
2460	41.0	0.6833333333333333	0	0	0	0	0	0
2480	41.333333333333336	0.6888888888888889	0	0	0	0	0	0
2500	41.666666666666664	0.6944444444444444	0	0	0	0	0	0
2520	42.0	0.7	0	0	0	0	0	0
2540	42.333333333333336	0.7055555555555556	0	0	0	0	0	0
2560	42.666666666666664	0.7111111111111111	0	0	0	0	0	0
2580	43.0	0.7166666666666667	0	0	0	0	0	0
2600	43.333333333333336	0.7222222222222222	0	0	0	0	0	0
2620	43.666666666666664	0.7277777777777777	0	0	0	0	0	0
2640	44.0	0.7333333333333333	0	0	0	0	0	0
2660	44.333333333333336	0.7388888888888889	0	0	0	0	0	0
2680	44.666666666666664	0.7444444444444445	0	0	0	0	0	0
2700	45.0	0.75	0	0	0	0	0	0
2720	45.333333333333336	0.7555555555555555	0	0	0	0	0	0
2740	45.666666666666664	0.7611111111111111	0	0	0	0	0	0
2760	46.0	0.7666666666666667	0	0	0	0	0	0
2780	46.333333333333336	0.7722222222222223	0	0	0	0	0	0
2800	46.666666666666664	0.7777777777777778	0	0	0	0	0	0
2820	47.0	0.7833333333333333	0	0	0	0	0	0
2840	47.333333333333336	0.7888888888888889	0	0	0	0	0	0
2860	47.666666666666664	0.7944444444444444	0	0	0	0	0	0
2880	48.0	0.8	0	0	0	0	0	0
2900	48.333333333333336	0.8055555555555556	0	0	0	0	0	0
2920	48.666666666666664	0.8111111111111111	0	0	0	0	0	0
2940	49.0	0.8166666666666667	0	0	0	0	0	0
2960	49.333333333333336	0.8222222222222222	0	0	0	0	0	0
2980	49.666666666666664	0.8277777777777777	0	0	0	0	0	0
3000	50.0	0.8333333333333334	0	0	0	0	0	0
3020	50.333333333333336	0.8388888888888889	0	0	0	0	0	0
3040	50.666666666666664	0.8444444444444444	0	0	0	0	0	0
3060	51.0	0.85	0	0	0	0	0	0
3080	51.333333333333336	0.8555555555555555	0	0	0	0	0	0
3100	51.666666666666664	0.8611111111111112	0	0	0	0	0	0
3120	52.0	0.8666666666666667	0	0	0	0	0	0
3140	52.333333333333336	0.8722222222222222	0	0	0	0	0	0
3160	52.666666666666664	0.8777777777777778	2460284	0	0	3884011	63921	0
3180	53.0	0.8833333333333333	193393	0	0	962627	23625	0
3200	53.333333333333336	0.8888888888888888	3252364	0	0	6334882	2005111	0
3220	53.666666666666664	0.8944444444444445	0	0	0	0	0	0
3240	54.0	0.9	0	0	0	0	0	0
3260	54.333333333333336	0.9055555555555556	0	0	0	0	0	0
3280	54.666666666666664	0.9111111111111111	0	0	0	0	0	0
3300	55.0	0.9166666666666666	1066143	0	0	2863144	64473	0
3320	55.333333333333336	0.9222222222222223	1252910	0	0	5408054	480876	0
3340	55.666666666666664	0.9277777777777778	3415239	0	0	5301563	1614718	0
3360	56.0	0.9333333333333333	0	0	0	0	0	0
3380	56.333333333333336	0.9388888888888889	0	0	0	0	0	0
3400	56.666666666666664	0.9444444444444444	0	0	0	0	0	0
3420	57.0	0.95	0	0	0	0	0	0
3440	57.333333333333336	0.9555555555555556	0	0	0	0	0	0
3460	57.666666666666664	0.9611111111111111	0	0	0	0	0	0
3480	58.0	0.9666666666666667	0	0	0	0	0	0
3500	58.333333333333336	0.9722222222222222	0	0	0	0	0	0
3520	58.666666666666664	0.9777777777777777	0	0	0	0	0	0
3540	59.0	0.9833333333333333	0	0	0	0	0	0
3560	59.333333333333336	0.9888888888888889	0	0	0	0	0	0
3580	59.666666666666664	0.9944444444444445	0	0	0	0	0	0
3600	60.0	1.0	0	0	0	0	0	0
3620	60.333333333333336	1.0055555555555555	0	0	0	0	0	0
3640	60.666666666666664	1.011111111111111	0	0	0	0	0	0
3660	61.0	1.0166666666666666	0	0	0	0	0	0
3680	61.333333333333336	1.0222222222222221	0	0	0	0	0	0
3700	61.666666666666664	1.0277777777777777	0	0	0	0	0	0
3720	62.0	1.0333333333333334	0	0	0	0	0	0
3740	62.333333333333336	1.038888888888889	0	0	0	0	0	0
3760	62.666666666666664	1.0444444444444445	31424	0	0	0	0	0
3780	63.0	1.05	1996207	0	0	6776088	1850925	0
3800	63.333333333333336	1.0555555555555556	2309848	0	0	76022	2064500	0
3820	63.666666666666664	1.0611111111111111	2665653	1476837	587793	2655926	873	2147582
3840	64.0	1.0666666666666667	2759234	1979564	693373	2621460	0	2537404
3860	64.33333333333333	1.0722222222222222	2878828	1972575	647378	2710548	0	2589274
3880	64.66666666666667	1.0777777777777777	1767116	1273385	430594	1729053	0	1660090
3900	65.0	1.0833333333333333	10708	0	0	4123	0	0
3920	65.33333333333333	1.0888888888888888	3289471	0	0	5662320	2049193	0
3940	65.66666666666667	1.0944444444444446	1701271	1075428	391279	1825803	8613	1490144
3960	66.0	1.1	2929517	2112151	760871	2843442	0	2769666
3980	66.33333333333333	1.1055555555555556	3250134	2006763	789698	2739339	0	2669475
4000	66.66666666666667	1.1111111111111112	0	0	0	0	0	0
4020	67.0	1.1166666666666667	0	0	0	0	0	0
4040	67.33333333333333	1.1222222222222222	0	0	0	0	0	0
4060	67.66666666666667	1.1277777777777778	0	0	0	0	0	0
4080	68.0	1.1333333333333333	0	0	0	0	0	0
4100	68.33333333333333	1.1388888888888888	0	0	0	0	0	0
4120	68.66666666666667	1.1444444444444444	0	0	0	0	0	0
4140	69.0	1.15	0	0	0	0	0	0
4160	69.33333333333333	1.1555555555555554	0	0	0	0	0	0
4180	69.66666666666667	1.1611111111111112	0	0	0	0	0	0
4200	70.0	1.1666666666666667	0	0	0	0	0	0
4220	70.33333333333333	1.1722222222222223	0	0	0	0	0	0
4240	70.66666666666667	1.1777777777777778	0	0	0	0	0	0
4260	71.0	1.1833333333333333	0	0	0	0	0	0
4280	71.33333333333333	1.1888888888888889	0	0	0	0	0	0
4300	71.66666666666667	1.1944444444444444	0	0	0	0	0	0
4320	72.0	1.2	0	0	0	0	0	0
4340	72.33333333333333	1.2055555555555555	0	0	0	0	0	0
4360	72.66666666666667	1.211111111111111	0	0	0	0	0	0
4380	73.0	1.2166666666666666	0	0	0	0	0	0
4400	73.33333333333333	1.2222222222222223	0	0	0	0	0	0
4420	73.66666666666667	1.2277777777777779	0	0	0	0	0	0
4440	74.0	1.2333333333333334	2283157	1626347	619288	2149631	0	2050811
